time,score,pnl,capital,portfolio_value,variance,capitalUsage,maxDrawdown,total_profit,total_loss,count_profit,count_loss
2017-01-06 09:46:00,0.11967413110016423,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 09:47:00,0.11749423884961226,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 09:48:00,0.11922709380789433,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 09:49:00,0.11800335862305239,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 09:50:00,0.115925651983933,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 09:51:00,0.11339229753830098,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 09:52:00,0.11113136838836449,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 09:53:00,0.10904775049252546,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 09:54:00,0.10686866633452244,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 09:55:00,0.10479411543627315,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 09:56:00,0.10283841497326811,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 09:57:00,0.10210879333792351,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 09:58:00,0.10389925758258174,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 09:59:00,0.1021713354186165,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 10:00:00,0.10170364997954277,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 10:01:00,0.1025580394345825,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 10:02:00,0.10131678030812877,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 10:03:00,0.10089605789861199,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 10:04:00,0.09983932390559459,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 10:05:00,0.09927595303433547,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 10:06:00,0.09793514562694347,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 10:07:00,0.09734963090947378,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 10:08:00,0.09639418233542778,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 10:09:00,0.09604294520402613,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 10:10:00,0.09594940691637055,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 10:11:00,0.09627282435143382,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 10:12:00,0.09700706373620295,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 10:13:00,0.0959001161262424,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 10:14:00,0.09522382862611799,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 10:15:00,0.09446206975047525,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 10:16:00,0.09351918631626148,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 10:17:00,0.09294208317623917,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 10:18:00,0.09268426266792323,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 10:19:00,0.09339494991702982,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 10:20:00,0.09247690170170296,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 10:21:00,0.09176302185717172,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 10:22:00,0.09089692241544335,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 10:23:00,0.09008624350662911,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 10:24:00,0.08927479818492362,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 10:25:00,0.08880399886847389,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 10:26:00,0.08818204396439396,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 10:27:00,0.0874528893063865,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 10:28:00,0.08685433378770771,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 10:29:00,0.08614516753037463,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 10:30:00,0.08550665125711374,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 10:31:00,0.08554694757356902,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 10:32:00,0.08589022152920253,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 10:33:00,0.08524769194640382,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 10:34:00,0.08564822501841192,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 10:35:00,0.08683569875884119,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 10:36:00,0.09579179386791328,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 10:37:00,0.09657565166179864,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 10:38:00,0.09722267323971039,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 10:39:00,0.09837022192774485,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 10:40:00,0.09822404350085072,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 10:41:00,0.10479916789473279,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 10:42:00,0.10624443723286929,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 10:43:00,0.1083265956472303,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 10:44:00,0.10945365058867439,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 10:45:00,0.10899490363290824,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 10:46:00,0.10872782256998234,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 10:47:00,0.10982653034751949,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 10:48:00,0.11083612827365524,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 10:49:00,0.11165581003888705,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 10:50:00,0.11306336996723697,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 10:51:00,0.11345986080880831,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 10:52:00,0.1141966731859545,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 10:53:00,0.11432476889900493,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 10:54:00,0.11442286809519485,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 10:55:00,0.11455079135615424,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 10:56:00,0.1141871674011171,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 10:57:00,0.11376583094407848,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 10:58:00,0.11371736321262518,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 10:59:00,0.11309479129768257,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 11:00:00,0.11298503243896266,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 11:01:00,0.11265772937337566,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 11:02:00,0.11270468118463875,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 11:03:00,0.11212828184974133,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 11:04:00,0.11221839374265882,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 11:05:00,0.11167054179369221,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 11:06:00,0.11153378686728517,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 11:07:00,0.11143776198334183,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 11:08:00,0.11095260914612956,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 11:09:00,0.11053868672351849,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 11:10:00,0.11017462208100717,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 11:11:00,0.10970908364680712,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 11:12:00,0.10929655207711614,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 11:13:00,0.10899457286457552,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 11:14:00,0.10848802447605557,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 11:15:00,0.1079820523195862,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 11:16:00,0.10752225356184472,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 11:17:00,0.10725338154371543,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 11:18:00,0.10691754101834193,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 11:19:00,0.1064767105777175,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 11:20:00,0.10601418520396584,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 11:21:00,0.10556561489834033,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 11:22:00,0.10509748903281158,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 11:23:00,0.10463977900765771,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 11:24:00,0.10418390111306501,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 11:25:00,0.10376308272874515,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 11:26:00,0.10337531030913184,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 11:27:00,0.10304485240045715,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 11:28:00,0.10262821182229741,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 11:29:00,0.1024834507128425,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 11:30:00,0.10219315625722566,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 11:31:00,0.10231197659881927,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 11:32:00,0.10227429661526262,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 11:33:00,0.10194981852578304,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 11:34:00,0.10156639835169401,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 11:35:00,0.10126451732571239,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 11:36:00,0.1015307002947342,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 11:37:00,0.10142837326763475,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 11:38:00,0.10115077397677777,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 11:39:00,0.10076626334657535,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 11:40:00,0.10041186303880577,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 11:41:00,0.1002091207445781,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 11:42:00,0.09984335153900104,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 11:43:00,0.09948254482155501,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 11:44:00,0.09913013904797818,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 11:45:00,0.09925088186095746,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 11:46:00,0.09891168317424229,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 11:47:00,0.09884832820496114,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 11:48:00,0.09974086213152747,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 11:49:00,0.1003476055560162,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 11:50:00,0.10031901147890118,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 11:51:00,0.1005690533326359,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 11:52:00,0.10088784285617027,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 11:53:00,0.10060358193430856,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 11:54:00,0.10037529440964559,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 11:55:00,0.10013692673134177,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 11:56:00,0.09979902147006602,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 11:57:00,0.09947310773516717,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 11:58:00,0.09915704837306256,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 11:59:00,0.09882647927157984,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 12:00:00,0.09850016967592408,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 12:01:00,0.09818525975598662,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 12:02:00,0.0980389372403368,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 12:03:00,0.09772850842875042,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 12:04:00,0.09741397242465907,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 12:05:00,0.0971687908776832,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 12:06:00,0.09690034691246635,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 12:07:00,0.09660944809313743,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 12:08:00,0.096307394494198,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 12:09:00,0.09600634096171182,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 12:10:00,0.09570795337338414,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 12:11:00,0.09541368393534747,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 12:12:00,0.09520213457097915,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 12:13:00,0.09498235023037016,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 12:14:00,0.09476369670042523,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 12:15:00,0.09450240654561076,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 12:16:00,0.09422250779262828,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
